ID,response,IL1,IL2,IL3,IL4,CIL1,CIL2,CIL3,CLI4,prime,score1,score2,score3,score4,score5,contact_type,day,hour,device
6345,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Out Of Warranty - No Action Taken,null,null,null,null,1,null,0.165075511,25,0,-1,0,0,16,D-57
1413,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,null,null,null,null,1,0,0.205320303,0,0,0,0,0,11,D-50
4773,0,Kindle Tablet,Alexa On Tablet,Basic Info / How-To,C. Education - General Info,null,null,null,null,1,0.2,null,null,null,null,null,4,8,D-16
12172,0,Account Assistance,Device Registration Assistance,Register Fire Tv To Account,C. Education - Registration Info Provided,null,null,null,null,1,0,null,null,null,null,null,6,14,D-70
10466,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,0,0,0.414294759,100,0,0,0,0,17,D-34
6505,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Resent Content - Fixed Issue,null,null,null,null,1,0.1,0.205320303,0,0,0,0,5,6,D-42
2961,0,Kindle Tablet,Lost / Stolen Kindle,Request To Deactivate Lost/Stolen Kindle,Verified Ownership - Deactivated,null,null,null,null,1,2,null,null,null,null,null,2,6,D-17
769,0,Kindle Tablet,Battery / Charging Issue,Drains Quickly,Restart - Fixed Issue,Non-order related,Kindle Fire Device,Charging or Battery Issues,null,1,0,null,null,null,null,null,4,14,D-50
10326,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Info Requested / Instructions Sent,Amazon Devices And Kindle Apps,Kindle reading apps,null,null,0,0.1,null,null,null,null,null,2,7,D-37
1579,0,Content,Gifting,Email Deleted/Not Received,Resent Email,null,null,null,null,1,2,0.205320303,0,0,0,0,1,6,D-70
2943,0,Content,Book Purchase / Availability,Ordering - Detail Page Has Issues,Info Requested / Instructions Sent,null,null,null,null,0,0.2,null,null,null,null,null,3,7,D-70
2942,0,Content,Basic Info / How-To,Basic Navigation,C. Education - Voiceview,null,null,null,null,1,0.25,0.621632447,66.66,0,0,0,5,9,D-70
10936,0,Kindle Tablet,Alexa On Tablet,Basic Info / How-To,C. Education - General Info,null,null,null,null,1,0,null,null,null,null,null,2,13,D-17
10699,0,Feedback,Content Requests,null,null,null,null,null,null,1,2,null,null,null,null,null,3,18,D-45
4607,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Prime Or Something Else,Unknown Charge,null,null,1,0.05,null,null,null,null,null,3,21,D-70
843,0,Kindle Apps And Widgets,Basic Info / How-To,General How-To,Send To Kindle For Mac,null,null,null,null,0,null,0.272894383,33.33,33.33,-1,0,1,15,D-22
2413,0,Kindle Tablet,Other,Other Software Issues,Undetermined - Filed Tt,null,null,null,null,1,0.35,null,null,null,null,null,4,9,D-17
10989,0,Reading App,Basic Info / How-To,Download/Install/Upgrade,C. Education - Download New App,null,null,null,null,1,0,0.165075511,0,0,-1,0,3,2,D-24
2236,0,Follow-Up Notification,null,null,null,null,null,null,null,0,0,null,null,null,null,null,0,4,D-52
8408,0,Replaced Device,Hdmi/Usb/Audio Jack,Loose/Damaged Usb Port,Unknown Cause,Amazon Devices And Kindle Apps,Kindle Fire Tablet,My Kindle has battery / charging issues,null,1,2,null,null,null,null,null,1,20,D-70
5237,1,Replaced Device,Remote / Controller,Battery Drained,Unknown Cause,null,null,null,null,1,0,null,null,null,null,null,5,13,D-7
5268,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Carnac Suggested,Amazon Devices,Kindle E-reader,null,0,0,null,null,null,null,null,0,11,D-70
10660,0,Content,Content Quality,Corrupt - Won'T Open,Delete/Redownload,Carnac Suggested,Amazon Devices,Fire Tablet,null,1,0.35,0.165075511,0,0,-1,0,0,7,D-17
4441,0,Content,Periodicals & Newsstand,Cancelling Trial Or Subscription,Cancelled Subscription,null,null,null,null,1,0.375,0.169913838,0,50,-1,0,1,21,D-52
10500,0,Kindle Tablet,Accessibility,C. Education - Turn Off Accessibility Features,null,null,null,null,null,1,0.7,null,null,null,null,null,5,14,D-16
4016,0,Content,Kindle Unlimited,Payment / Subscription Issues,How To Cancel,Digital Services,Kindle eBooks,Kindle reading apps,Something else,1,0,null,null,null,null,null,3,8,D-62
2658,0,Follow-Up Notification,null,null,null,null,null,null,null,1,0,null,null,null,null,null,6,11,D-37
11360,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,0,0.165075511,0,0,-1,0,4,11,D-62
5614,0,Kindle Tablet,Basic Info / How-To,"Households, Profiles, And Family Library",Link/Delink Request,Prime Or Something Else,Prime Support,Other Prime issue,null,0,0,null,null,null,null,null,3,18,D-29
10712,0,Kindle Tablet,Wireless Connection  Wi-Fi,Won'T Connect To Network,Software Update - Fixed Issue,Amazon Devices And Kindle Apps,Kindle Fire Tablet,I cant connect my Kindle to a network,null,1,2,0.165075511,0,0,-1,0,2,18,D-16
2900,0,Fire Tv / Stick,Basic Info / How-To,Device Installation,C. Education - General Info,Prime Or Something Else,"Password, e-mail, or login",null,null,0,0,null,null,null,null,null,1,14,D-70
1175,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,C. Education - Identified Order,null,null,null,null,1,0.25,null,null,null,null,null,4,12,D-62
12179,0,Reading App,Getting General Error In App,Unknown Cause,Deregister/Reregister - Fixed The Issue,null,null,null,null,0,0.1,0.210158631,0,25,0,0,1,18,D-22
13262,0,Content,Kindle Unlimited,Payment / Subscription Issues,Turned Auto Renew On/Off,null,null,null,null,0,null,null,null,null,null,null,3,6,D-16
12620,0,Kindle Tablet,Wireless Connection  Wi-Fi,Password Issue,C. Education - Passphrase = Wrong,null,null,null,null,0,0,0.205320303,0,0,0,0,1,8,D-62
682,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,C. Education - Items Not Purchased On Account,Amazon Devices And Kindle Apps,Kindle E-reader,I cant update my Kindle software,null,1,0,null,null,null,null,null,1,14,D-43
1997,0,Kindle E-Ink,Other,Device Password,C. Education - Password Change,Amazon Devices And Kindle Apps,Kindle reading apps,null,null,0,0,null,null,null,null,null,3,12,D-22
13172,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Mycd Issue,C. Education,null,null,null,null,1,0,null,null,null,null,null,1,17,D-16
9858,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0.2,null,null,null,null,null,2,5,D-70
2603,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0.25,null,null,null,null,null,4,18,D-46
7621,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,C. Education - Identified Order,null,null,null,null,0,0,null,null,null,null,null,3,22,D-22
10834,1,Kindle E-Ink,Other,Other Software Issues,Undetermined - Filed Tt,Amazon Devices And Kindle Apps,Kindle E-reader,I cant connect my Kindle to a network,null,0,0.5,null,null,null,null,null,4,15,D-34
407,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,Registered Device For Customer,null,null,null,null,1,0.875,null,null,null,null,null,0,12,D-70
12173,0,Fire Tv / Stick Pre Purchase Info,Fire Tv Stick,Website - Purchase Information,null,null,null,null,null,0,null,null,null,null,null,null,2,13,D-70
6807,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,1,0.025,0.165075511,25,0,-1,0,5,10,D-70
959,0,Kindle Tablet,Device Return,Ordered / Received Too Many,Label Request - Sent Rml,null,null,null,null,1,0,null,null,null,null,null,4,12,D-17
11384,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,0.165075511,0,0,-1,0,5,18,D-67
926,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Mycd Issue,C. Education,null,null,null,null,0,0,null,null,null,null,null,5,16,D-37
2196,0,Kindle Tablet,Physical Damage/Defect,Screen Issue,Web Crack Out Of Warranty - No Action Taken,null,null,null,null,1,0.1,null,null,null,null,null,5,11,D-53
6263,0,Account Assistance,Device Registration Assistance,Register Fire Tv To Account,C. Education - Registration Info Provided,null,null,null,null,1,2,null,null,null,null,null,1,10,D-49
6152,0,Kindle Tablet,Device Return,Other Reasons,Label Request - Sent Rml,null,null,null,null,1,0.825,0.272894383,60,40,-1,0,3,10,D-6
11282,1,Content,Kindle Unlimited,Payment / Subscription Issues,Turned Auto Renew On/Off,null,null,null,null,1,1.5,null,null,null,null,null,0,10,D-48
12454,0,Account Assistance,Prime,Subscription / Eligibility,Cancel Prime,null,null,null,null,1,null,0.1273388,0,0,-1,4,0,10,D-70
13502,0,Replaced Device,Screen,Spiderweb Crack On Surface,Customer Dropped,null,null,null,null,0,0,null,null,null,null,null,2,14,D-16
12030,0,Freetime,Freetime Unlimited / Subscription,Cancel/Reactivate Subscription,null,null,null,null,null,0,0,null,null,null,null,null,5,7,D-16
2757,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Search,null,null,null,null,0,0,null,null,null,null,null,2,8,D-70
11951,0,Replaced Device,Tv Display,Blank,Ticket Directed To Replace,null,null,null,null,1,2,0.275402464,33.33,66.66,0,4,1,8,D-45
12930,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0.05,null,null,null,null,null,0,5,D-57
7847,0,Kindle Tablet,Device Return,Did Not Meet Expectations,Processed Return,null,null,null,null,1,2,0.621632447,84.61,0,0,0,0,13,D-70
4002,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,Cs Action Taken,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,1,0,null,null,null,null,null,5,9,D-16
9941,0,Content,Kindle Unlimited,C. Education,Updated Payment Method,null,null,null,null,0,0,null,null,null,null,null,2,12,D-16
12112,0,Kindle Tablet,Other,Other Software Issues,Info Requested / Instructions Sent,null,null,null,null,1,0,null,null,null,null,null,3,9,D-17
5707,0,Kindle Tablet,Accessibility,C. Education - Turn Off Accessibility Features,null,null,null,null,null,1,0.1,0.308300847,50,0,0,0,2,16,D-52
10064,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,null,null,null,null,null,4,15,D-37
3907,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0.35,null,null,null,null,null,2,12,D-70
3382,0,Kindle Tablet Apps,E-Mail/Contacts App,Calendar Basic Navigation,C. Education - Settings,Non-order related,"E-mail, Contacts, and Calendar",Unable to Import Calendar,null,0,0,null,null,null,null,null,3,14,D-28
2432,0,Account Assistance / Mycd Settings,Payment Assistance,Kindle Installment Plan,Change Installment Kindle,null,null,null,null,1,2,0.205320303,0,0,0,0,1,5,D-52
13852,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,null,null,null,null,null,null,5,15,D-62
1830,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,1,0,null,null,null,null,null,6,16,D-70
2125,1,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,1,0,null,null,null,null,null,1,14,D-28
1977,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From Device,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,0,0.7,null,null,null,null,null,2,12,D-64
13494,0,Content,Periodicals & Newsstand,Issue Not Received,C. Education - Delivery Schedule,null,null,null,null,0,0.2,0.308300847,50,0,0,0,1,9,D-16
2435,0,Follow-Up Notification,null,null,null,null,null,null,null,0,0,null,null,null,null,null,0,12,D-70
8842,0,Kindle Tablet,Basic Info / How-To,Basic Feature,C. Education - Language Selector,null,null,null,null,0,0,0.308300847,50,0,100,0,3,18,D-57
1886,0,Escalation,Escalated Immediately,Auto Escalation,null,null,null,null,null,1,0.25,0.165075511,0,0,-1,0,4,15,D-70
8556,0,Third Party Game Controllers,Third Party Game Controller Issues,Pair / Unpair,Instructions Sent / Asked Customer To Call,null,null,null,null,1,null,null,null,null,null,null,3,15,D-49
10099,0,Kindle Tablet,Basic Info / How-To,"Households, Profiles, And Family Library",C. Education - Set Up,null,null,null,null,0,0,0.308300847,50,0,0,0,1,15,D-70
539,0,Amazon Instant Video,Content,Integrated Search,C. Education - General Info,Carnac Suggested,Amazon Devices,Fire TV,null,1,0,0.279485471,50,100,-1,4,5,11,D-45
9171,1,Kindle Tablet,Lost / Stolen Kindle,Request To Deactivate Lost/Stolen Kindle,Verified Ownership - Deactivated,Prime Or Something Else,More non-order questions,Other non-order question,null,0,null,null,null,null,null,null,1,8,D-31
8381,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Carnac Suggested,Something else,Other issues,null,1,0.05,null,null,null,null,null,1,19,D-70
8426,0,Kindle E-Ink,Wireless Connection Issue Wi-Fi,Won'T Connect To Network,Power Cycled Router,null,null,null,null,0,0,0.419133087,100,50,0,0,2,4,D-14
5665,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Out Of Warranty - No Action Taken,Amazon Devices And Kindle Apps,Kindle E-reader,My Kindle has battery / charging issues,null,1,1.55,0.374049967,100,0,-1,0,3,8,D-29
13270,0,Kindle Tablet Apps,App Store,Content,C. Education - App Basic Help/How-To,null,null,null,null,0,0.1,0.268056055,33.33,0,-1,0,0,5,D-16
11117,0,Content,Book Syncing & Download Issues,Whispersync/Immersion Reading Not Syncing,Info Requested / Instructions Sent,null,null,null,null,1,0,null,null,null,null,null,2,7,D-70
2543,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0.05,null,null,null,null,null,4,11,D-70
5229,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0,null,null,null,null,null,3,17,D-70
10381,1,Video Subscription,Refund/Cancel My Order,Video Subscription,Refund - No Longer Want,null,null,null,null,1,0,null,null,null,null,null,2,8,D-40
5949,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,C. Education,null,null,null,null,1,0,null,null,null,null,null,4,5,D-70
3718,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Info Requested / Instructions Sent,null,null,null,null,1,0,0.205320303,0,0,0,0,0,14,D-22
10729,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0.6,0.268056055,50,0,-1,0,5,5,D-41
2084,0,Fire Tv / Stick Pre Purchase Info,Fire Tv Remote W/ Voice,Website - Purchase Information,null,null,null,null,null,0,0,0.1273388,0,0,-1,4,2,16,D-70
9897,0,Fire Tv / Stick,Basic Info / How-To,Remote Discovery,C. Education - General Info,null,null,null,null,1,0,0.583895737,63.63,0,0,4,6,16,D-49
1885,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,C. Education - No Coverage/Network Available,null,null,null,null,0,0,null,null,null,null,null,4,11,D-64
8135,1,Fire Tv Remote,Basic Info / How-To,Pair,C. Education - Pair,null,null,null,null,1,0.25,0.385479383,100,100,-1,4,0,20,D-27
1644,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0,0.165075511,0,0,-1,0,5,7,D-70
10360,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Mycd Issue,C. Education,null,null,null,null,1,1,null,null,null,null,null,1,16,D-16
938,0,Fire Tv / Stick,Hardware Issue,Device Installation,Troubleshooting Resolved Issue,null,null,null,null,1,0.1,null,null,null,null,null,1,16,D-70
9222,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From Device,null,null,null,null,0,0.075,null,null,null,null,null,2,15,D-25
11138,0,Account Assistance / Mycd Settings,Payment Assistance,Gift Card Balance,C. Education - Instructions Provided,null,null,null,null,0,0.25,0.205320303,0,0,0,0,6,14,D-16
2715,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,null,null,null,null,null,null,5,15,D-70
12390,0,Kindle Tablet Apps,App Store,Unable To Open App,Cleared Data - Appstore,null,null,null,null,0,0,0.308300847,50,0,25,0,3,0,D-16
3031,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,1,1.6,null,null,null,null,null,3,10,D-10
4359,0,Replaced Device,Remote / Controller,Unresponsive,Always,Returns And Refunds Support,null,null,null,1,0,null,null,null,null,null,4,9,D-45
1936,0,Fire Tv Remote,Fire Tv Remote Issues,Pair / Unpair,Troubleshooting Resolved Issue,Carnac Suggested,Order Related,null,null,0,0,null,null,null,null,null,3,5,D-49
7804,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Wi-Fi - Not Connected - Setup Wi-Fi,null,null,null,null,1,0.2,null,null,null,null,null,6,14,D-40
7905,0,Kindle Tablet,Other,Other Software Issues,Info Requested / Instructions Sent,null,null,null,null,0,null,null,null,null,null,null,5,6,D-31
6100,0,Fire Tv / Stick,Basic Info / How-To,Device Installation,C. Education - General Info,null,null,null,null,1,1.8,null,null,null,null,null,6,11,D-49
